station,date,temp_c,wind_speed_kph,visibility_km,weather_code
KATL,2025-03-12 06:00:00,14.4,111.6,16.0,Clear
KATL,2025-03-12 06:52:00,12.8,75.6,16.1,Clear
KATL,2025-03-12 07:52:00,11.1,0.0,16.1,Clear
KATL,2025-03-12 08:52:00,11.1,0.0,16.1,Clear
KATL,2025-03-12 09:00:00,11.1,0.0,16.0,Clear
KATL,2025-03-12 09:52:00,9.4,54.0,16.1,Clear
KATL,2025-03-12 10:52:00,10.0,54.0,16.1,Clear
KATL,2025-03-12 11:52:00,9.4,75.6,16.1,Clear
KATL,2025-03-12 12:00:00,9.4,75.6,16.0,Clear
KATL,2025-03-12 12:52:00,10.6,75.6,16.1,Clear
KATL,2025-03-12 13:52:00,15.0,75.6,16.1,Clear
KATL,2025-03-12 14:52:00,18.9,129.6,16.1,Clear
KATL,2025-03-12 15:00:00,18.9,129.6,16.0,Clear
KATL,2025-03-12 15:52:00,21.1,147.6,16.1,Clear
KATL,2025-03-12 16:52:00,22.2,111.6,16.1,Clear
KATL,2025-03-12 17:52:00,23.3,205.2,16.1,Clear
KATL,2025-03-12 18:00:00,23.3,205.2,16.0,Clear
KATL,2025-03-12 18:52:00,23.3,165.6,16.1,Clear
KATL,2025-03-12 19:52:00,23.9,165.6,16.1,Clear
KATL,2025-03-12 20:52:00,24.4,165.6,16.1,Clear
KATL,2025-03-12 21:52:00,23.3,165.6,16.1,Clear
KATL,2025-03-12 22:52:00,23.3,183.6,16.1,Clear
KATL,2025-03-12 23:52:00,21.1,93.6,16.1,Clear
KATL,2025-03-13 00:00:00,21.1,93.6,16.0,Clear
KATL,2025-03-13 00:52:00,20.0,111.6,16.1,Clear
KATL,2025-03-13 01:52:00,18.3,93.6,16.1,Clear
KATL,2025-03-13 02:52:00,16.7,93.6,16.1,Clear
KATL,2025-03-13 03:00:00,16.7,93.6,16.0,Clear
KATL,2025-03-13 03:52:00,16.1,75.6,16.1,Clear
KATL,2025-03-13 04:52:00,15.0,54.0,16.1,Clear
KATL,2025-03-13 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-13 05:52:00,15.0,93.6,16.1,Clear
KATL,2025-03-13 06:00:00,15.0,93.6,16.0,Clear
KATL,2025-03-13 06:52:00,13.9,111.6,16.1,Clear
KATL,2025-03-13 07:52:00,12.8,93.6,14.5,Clear
KATL,2025-03-13 08:52:00,13.3,93.6,16.1,Clear
KATL,2025-03-13 09:00:00,13.3,93.6,16.0,Clear
KATL,2025-03-13 09:52:00,14.4,147.6,16.1,Clear
KATL,2025-03-13 10:52:00,13.3,75.6,16.1,Clear
KATL,2025-03-13 11:52:00,13.3,111.6,16.1,Clear
KATL,2025-03-13 12:00:00,13.3,111.6,16.0,Clear
KATL,2025-03-13 12:52:00,13.9,129.6,16.1,Clear
KATL,2025-03-13 13:52:00,14.4,93.6,16.1,Clear
KATL,2025-03-13 14:52:00,16.7,93.6,16.1,Clear
KATL,2025-03-13 15:00:00,16.7,93.6,16.0,Clear
KATL,2025-03-13 15:52:00,18.9,165.6,14.5,Clear
KATL,2025-03-13 16:52:00,20.6,205.2,14.5,Clear
KATL,2025-03-13 17:52:00,20.6,165.6,16.1,Clear
KATL,2025-03-13 18:00:00,20.6,165.6,16.0,Clear
KATL,2025-03-13 18:52:00,21.7,205.2,16.1,Clear
KATL,2025-03-13 19:52:00,21.7,147.6,16.1,Clear
KATL,2025-03-13 20:52:00,21.7,165.6,16.1,Clear
KATL,2025-03-13 21:00:00,21.7,165.6,16.0,Clear
KATL,2025-03-13 21:43:00,20.6,165.6,16.1,Clear
KATL,2025-03-13 21:52:00,20.6,129.6,16.1,Clear
KATL,2025-03-13 22:09:00,20.6,147.6,16.1,Clear
KATL,2025-03-13 22:52:00,20.6,111.6,16.1,Clear
KATL,2025-03-13 23:52:00,19.4,54.0,16.1,Clear
KATL,2025-03-14 00:00:00,19.4,54.0,16.0,Clear
KATL,2025-03-14 00:52:00,18.3,54.0,16.1,Clear
KATL,2025-03-14 01:52:00,17.2,54.0,16.1,Clear
KATL,2025-03-14 02:52:00,17.2,54.0,16.1,Clear
KATL,2025-03-14 03:00:00,17.2,54.0,16.0,Clear
KATL,2025-03-14 03:52:00,16.1,75.6,16.1,Clear
KATL,2025-03-14 04:52:00,15.0,93.6,16.1,Clear
KATL,2025-03-14 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-14 05:52:00,15.6,111.6,16.1,Clear
KATL,2025-03-14 06:00:00,15.6,111.6,16.0,Clear
KATL,2025-03-14 06:52:00,15.6,93.6,16.1,Clear
KATL,2025-03-14 07:52:00,15.0,75.6,16.1,Clear
KATL,2025-03-14 08:52:00,14.4,75.6,16.1,Clear
KATL,2025-03-14 09:00:00,14.4,75.6,16.0,Clear
KATL,2025-03-14 09:52:00,13.3,54.0,16.1,Clear
KATL,2025-03-14 10:52:00,13.9,75.6,16.1,Clear
KATL,2025-03-14 11:52:00,13.3,0.0,16.1,Clear
KATL,2025-03-14 12:00:00,13.3,0.0,16.0,Clear
KATL,2025-03-14 12:52:00,14.4,54.0,16.1,Clear
KATL,2025-03-14 13:26:00,14.4,93.6,14.5,Clear
KATL,2025-03-14 13:52:00,15.6,54.0,14.5,Clear
KATL,2025-03-14 14:52:00,18.3,75.6,16.1,Clear
KATL,2025-03-14 15:00:00,18.3,75.6,16.0,Clear
KATL,2025-03-14 15:52:00,20.0,54.0,16.1,Clear
KATL,2025-03-14 16:52:00,21.1,147.6,16.1,Clear
KATL,2025-03-14 17:50:00,23.0,129.6,16.1,Clear
KATL,2025-03-14 17:52:00,23.3,147.6,16.1,Clear
KATL,2025-03-14 18:00:00,23.3,147.6,16.0,Clear
KATL,2025-03-14 18:52:00,22.8,147.6,16.1,Clear
KATL,2025-03-14 19:52:00,23.3,165.6,16.1,Clear
KATL,2025-03-14 20:52:00,23.3,223.2,16.1,Clear
KATL,2025-03-14 21:00:00,23.3,223.2,16.0,Clear
KATL,2025-03-14 21:52:00,22.8,259.2,16.1,Clear
KATL,2025-03-14 22:52:00,22.2,241.2,16.1,Clear
KATL,2025-03-14 23:52:00,20.0,147.6,16.1,Clear
KATL,2025-03-15 00:00:00,20.0,147.6,16.0,Clear
KATL,2025-03-15 00:52:00,18.9,165.6,16.1,Clear
KATL,2025-03-15 01:52:00,18.3,111.6,16.1,Clear
KATL,2025-03-15 02:52:00,17.8,147.6,16.1,Clear
KATL,2025-03-15 03:00:00,17.8,147.6,16.0,Clear
KATL,2025-03-15 03:52:00,17.2,165.6,16.1,Clear
KATL,2025-03-15 04:52:00,18.3,147.6,16.1,Clear
KATL,2025-03-15 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-15 05:52:00,17.2,129.6,16.1,Clear
KATL,2025-03-15 06:00:00,17.2,129.6,16.0,Clear
KATL,2025-03-15 06:52:00,16.7,111.6,16.1,Clear
KATL,2025-03-15 07:52:00,16.1,129.6,16.1,Clear
KATL,2025-03-15 08:52:00,15.6,147.6,16.1,Clear
KATL,2025-03-15 09:00:00,15.6,147.6,16.0,Clear
KATL,2025-03-15 09:52:00,15.6,165.6,16.1,Clear
KATL,2025-03-15 10:52:00,15.6,165.6,16.1,Clear
KATL,2025-03-15 11:52:00,15.6,111.6,16.1,Clear
KATL,2025-03-15 12:00:00,15.6,111.6,16.0,Clear
KATL,2025-03-15 12:52:00,16.1,241.2,16.1,Clear
KATL,2025-03-15 13:52:00,16.7,147.6,16.1,Clear
KATL,2025-03-15 14:52:00,19.4,165.6,16.1,Clear
KATL,2025-03-15 15:00:00,19.4,165.6,16.0,Clear
KATL,2025-03-15 15:52:00,22.2,316.8,16.1,Clear
KATL,2025-03-15 16:52:00,23.9,352.8,16.1,Clear
KATL,2025-03-15 17:52:00,24.4,334.8,16.1,Clear
KATL,2025-03-15 18:00:00,24.4,334.8,16.0,Clear
KATL,2025-03-15 18:52:00,24.4,277.2,16.1,Clear
KATL,2025-03-15 19:52:00,25.0,277.2,16.1,Clear
KATL,2025-03-15 20:52:00,25.0,334.8,16.1,Clear
KATL,2025-03-15 21:00:00,25.0,334.8,16.0,Clear
KATL,2025-03-15 21:52:00,25.0,388.8,16.1,Clear
KATL,2025-03-15 22:52:00,24.4,205.2,16.1,Clear
KATL,2025-03-15 23:52:00,23.9,277.2,16.1,Clear
KATL,2025-03-16 00:00:00,23.9,277.2,16.0,Clear
KATL,2025-03-16 00:52:00,23.9,316.8,16.1,Clear
KATL,2025-03-16 01:52:00,23.3,388.8,16.1,Clear
KATL,2025-03-16 02:52:00,22.8,334.8,16.1,Clear
KATL,2025-03-16 03:00:00,22.8,334.8,16.0,Clear
KATL,2025-03-16 03:30:00,22.8,388.8,16.1,Clear
KATL,2025-03-16 03:52:00,22.8,482.4,11.3,Clear
KATL,2025-03-16 04:52:00,20.6,334.8,11.3,Clear
KATL,2025-03-16 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-16 05:31:00,18.9,352.8,3.2,Clear
KATL,2025-03-16 05:35:00,18.9,277.2,8.0,Clear
KATL,2025-03-16 05:52:00,18.9,277.2,8.0,Clear
KATL,2025-03-16 06:00:00,18.9,277.2,8.0,Clear
KATL,2025-03-16 06:10:00,18.3,259.2,2.4,Clear
KATL,2025-03-16 06:16:00,18.3,259.2,4.8,Clear
KATL,2025-03-16 06:27:00,18.3,316.8,4.8,Clear
KATL,2025-03-16 06:38:00,18.3,205.2,12.9,Clear
KATL,2025-03-16 06:49:00,18.0,205.2,12.9,Clear
KATL,2025-03-16 06:52:00,18.0,223.2,12.9,Clear
KATL,2025-03-16 07:18:00,17.8,205.2,11.3,Clear
KATL,2025-03-16 07:30:00,17.8,147.6,9.7,Clear
KATL,2025-03-16 07:52:00,17.8,54.0,9.7,Clear
KATL,2025-03-16 08:05:00,17.8,93.6,12.9,Clear
KATL,2025-03-16 08:15:00,17.8,75.6,12.9,Clear
KATL,2025-03-16 08:52:00,17.8,165.6,12.9,Clear
KATL,2025-03-16 08:58:00,17.8,129.6,16.1,Clear
KATL,2025-03-16 09:00:00,17.8,165.6,12.0,Clear
KATL,2025-03-16 09:52:00,17.2,129.6,16.1,Clear
KATL,2025-03-16 10:52:00,16.7,129.6,16.1,Clear
KATL,2025-03-16 11:52:00,15.6,93.6,11.3,Clear
KATL,2025-03-16 12:00:00,15.6,93.6,11.0,Clear
KATL,2025-03-16 12:17:00,16.1,129.6,11.3,Clear
KATL,2025-03-16 12:52:00,17.2,75.6,14.5,Clear
KATL,2025-03-16 13:28:00,17.8,129.6,14.5,Clear
KATL,2025-03-16 13:52:00,18.3,129.6,14.5,Clear
KATL,2025-03-16 14:03:00,18.3,129.6,14.5,Clear
KATL,2025-03-16 14:22:00,18.3,205.2,14.5,Clear
KATL,2025-03-16 14:52:00,19.4,223.2,16.1,Clear
KATL,2025-03-16 15:00:00,19.4,223.2,16.0,Clear
KATL,2025-03-16 15:03:00,18.3,183.6,16.1,Clear
KATL,2025-03-16 15:52:00,20.6,316.8,16.1,Clear
KATL,2025-03-16 16:52:00,21.7,316.8,16.1,Clear
KATL,2025-03-16 17:52:00,22.8,334.8,16.1,Clear
KATL,2025-03-16 18:00:00,22.8,334.8,16.0,Clear
KATL,2025-03-16 18:52:00,22.8,223.2,16.1,Clear
KATL,2025-03-16 19:52:00,22.2,295.2,16.1,Clear
KATL,2025-03-16 20:52:00,21.7,183.6,16.1,Clear
KATL,2025-03-16 21:00:00,21.7,183.6,16.0,Clear
KATL,2025-03-16 21:52:00,22.2,241.2,16.1,Clear
KATL,2025-03-16 22:52:00,21.1,223.2,16.1,Clear
KATL,2025-03-16 23:52:00,18.9,241.2,16.1,Clear
KATL,2025-03-17 00:00:00,18.9,241.2,16.0,Clear
KATL,2025-03-17 00:52:00,17.2,205.2,16.1,Clear
KATL,2025-03-17 01:52:00,16.1,147.6,16.1,Clear
KATL,2025-03-17 02:52:00,13.9,352.8,16.1,Clear
KATL,2025-03-17 03:00:00,13.9,352.8,16.0,Clear
KATL,2025-03-17 03:52:00,11.7,370.8,16.1,Clear
KATL,2025-03-17 04:52:00,9.4,352.8,16.1,Clear
KATL,2025-03-17 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-17 05:52:00,8.3,241.2,16.1,Clear
KATL,2025-03-17 06:00:00,8.3,241.2,16.0,Clear
KATL,2025-03-17 06:52:00,7.8,259.2,16.1,Clear
KATL,2025-03-17 07:52:00,7.2,259.2,16.1,Clear
KATL,2025-03-17 08:52:00,6.7,241.2,16.1,Clear
KATL,2025-03-17 09:00:00,6.7,241.2,16.0,Clear
KATL,2025-03-17 09:52:00,6.1,277.2,16.1,Clear
KATL,2025-03-17 10:52:00,6.1,223.2,16.1,Clear
KATL,2025-03-17 11:52:00,5.6,241.2,16.1,Clear
KATL,2025-03-17 12:00:00,5.6,241.2,16.0,Clear
KATL,2025-03-17 12:52:00,6.7,241.2,16.1,Clear
KATL,2025-03-17 13:52:00,7.8,295.2,16.1,Clear
KATL,2025-03-17 14:52:00,10.0,277.2,16.1,Clear
KATL,2025-03-17 15:00:00,10.0,277.2,16.0,Clear
KATL,2025-03-17 15:52:00,10.0,334.8,16.1,Clear
KATL,2025-03-17 16:52:00,11.7,316.8,16.1,Clear
KATL,2025-03-17 17:52:00,13.9,295.2,16.1,Clear
KATL,2025-03-17 18:00:00,13.9,295.2,16.0,Clear
KATL,2025-03-17 18:52:00,15.0,277.2,16.1,Clear
KATL,2025-03-17 19:52:00,16.1,370.8,16.1,Clear
KATL,2025-03-17 20:52:00,16.7,295.2,16.1,Clear
KATL,2025-03-17 21:00:00,16.7,295.2,16.0,Clear
KATL,2025-03-17 21:52:00,16.7,334.8,16.1,Clear
KATL,2025-03-17 22:52:00,15.6,223.2,16.1,Clear
KATL,2025-03-17 23:52:00,14.4,129.6,16.1,Clear
KATL,2025-03-18 00:00:00,14.4,129.6,16.0,Clear
KATL,2025-03-18 00:52:00,12.2,111.6,16.1,Clear
KATL,2025-03-18 01:52:00,11.1,111.6,16.1,Clear
KATL,2025-03-18 02:52:00,10.0,75.6,16.1,Clear
KATL,2025-03-18 03:00:00,10.0,75.6,16.0,Clear
KATL,2025-03-18 03:52:00,9.4,111.6,16.1,Clear
KATL,2025-03-18 04:52:00,8.3,147.6,16.1,Clear
KATL,2025-03-18 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-18 05:52:00,7.8,93.6,16.1,Clear
KATL,2025-03-18 06:00:00,7.8,93.6,16.0,Clear
KATL,2025-03-18 06:52:00,7.2,75.6,16.1,Clear
KATL,2025-03-18 07:52:00,7.2,75.6,16.1,Clear
KATL,2025-03-18 08:52:00,6.7,93.6,16.1,Clear
KATL,2025-03-18 09:00:00,6.7,93.6,16.0,Clear
KATL,2025-03-18 09:52:00,6.7,93.6,16.1,Clear
KATL,2025-03-18 10:52:00,6.1,93.6,16.1,Clear
KATL,2025-03-18 11:52:00,5.6,93.6,16.1,Clear
KATL,2025-03-18 12:00:00,5.6,93.6,16.0,Clear
KATL,2025-03-18 12:52:00,9.4,75.6,16.1,Clear
KATL,2025-03-18 13:52:00,12.8,75.6,16.1,Clear
KATL,2025-03-18 14:52:00,16.1,111.6,16.1,Clear
KATL,2025-03-18 15:00:00,16.1,111.6,16.0,Clear
KATL,2025-03-18 15:52:00,18.9,93.6,16.1,Clear
KATL,2025-03-18 16:50:00,21.0,93.6,16.1,Clear
KATL,2025-03-18 16:52:00,21.1,93.6,16.1,Clear
KATL,2025-03-18 17:50:00,22.0,93.6,16.1,Clear
KATL,2025-03-18 17:52:00,22.2,93.6,16.1,Clear
KATL,2025-03-18 18:00:00,22.2,93.6,16.0,Clear
KATL,2025-03-18 18:52:00,23.3,93.6,16.1,Clear
KATL,2025-03-18 19:52:00,23.9,129.6,16.1,Clear
KATL,2025-03-18 20:52:00,23.9,129.6,16.1,Clear
KATL,2025-03-18 21:00:00,24.0,129.6,16.0,Clear
KATL,2025-03-18 21:52:00,23.9,205.2,16.1,Clear
KATL,2025-03-18 22:52:00,23.3,147.6,16.1,Clear
KATL,2025-03-18 23:52:00,21.1,111.6,16.1,Clear
KATL,2025-03-19 00:00:00,21.1,111.6,16.0,Clear
KATL,2025-03-19 00:52:00,19.4,93.6,16.1,Clear
KATL,2025-03-19 01:52:00,18.3,111.6,16.1,Clear
KATL,2025-03-19 02:52:00,16.7,75.6,16.1,Clear
KATL,2025-03-19 03:00:00,16.7,75.6,16.0,Clear
KATL,2025-03-19 03:52:00,15.6,75.6,16.1,Clear
KATL,2025-03-19 04:52:00,14.4,75.6,16.1,Clear
KATL,2025-03-19 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-19 05:52:00,13.9,93.6,16.1,Clear
KATL,2025-03-19 06:00:00,13.9,93.6,16.0,Clear
KATL,2025-03-19 06:52:00,12.8,111.6,16.1,Clear
KATL,2025-03-19 07:52:00,12.8,75.6,16.1,Clear
KATL,2025-03-19 08:52:00,12.2,75.6,16.1,Clear
KATL,2025-03-19 09:00:00,12.2,75.6,16.0,Clear
KATL,2025-03-19 09:52:00,11.7,0.0,16.1,Clear
KATL,2025-03-19 10:52:00,10.6,0.0,16.1,Clear
KATL,2025-03-19 11:52:00,8.9,93.6,16.1,Clear
KATL,2025-03-19 12:00:00,8.9,93.6,16.0,Clear
KATL,2025-03-19 12:52:00,11.1,54.0,16.1,Clear
KATL,2025-03-19 13:52:00,12.8,75.6,16.1,Clear
KATL,2025-03-19 14:52:00,16.1,183.6,16.1,Clear
KATL,2025-03-19 15:00:00,16.1,183.6,16.0,Clear
KATL,2025-03-19 15:52:00,20.0,205.2,16.1,Clear
KATL,2025-03-19 16:52:00,22.2,259.2,16.1,Clear
KATL,2025-03-19 17:52:00,24.4,223.2,16.1,Clear
KATL,2025-03-19 18:00:00,24.4,223.2,16.0,Clear
KATL,2025-03-19 18:52:00,24.4,205.2,16.1,Clear
KATL,2025-03-19 19:52:00,25.0,241.2,16.1,Clear
KATL,2025-03-19 20:52:00,25.6,241.2,16.1,Clear
KATL,2025-03-19 21:00:00,25.6,241.2,16.0,Clear
KATL,2025-03-19 21:52:00,25.0,223.2,16.1,Clear
KATL,2025-03-19 22:52:00,25.0,165.6,16.1,Clear
KATL,2025-03-19 23:52:00,23.9,223.2,16.1,Clear
KATL,2025-03-20 00:00:00,23.9,223.2,16.0,Clear
KATL,2025-03-20 00:52:00,22.2,205.2,16.1,Clear
KATL,2025-03-20 01:52:00,21.1,147.6,16.1,Clear
KATL,2025-03-20 02:52:00,20.6,205.2,16.1,Clear
KATL,2025-03-20 03:00:00,20.6,205.2,16.0,Clear
KATL,2025-03-20 03:52:00,19.4,165.6,16.1,Clear
KATL,2025-03-20 04:52:00,18.3,165.6,16.1,Clear
KATL,2025-03-20 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-20 05:52:00,17.8,223.2,16.1,Clear
KATL,2025-03-20 06:00:00,17.8,223.2,16.0,Clear
KATL,2025-03-20 06:15:00,18.3,223.2,16.1,Clear
KATL,2025-03-20 06:52:00,17.8,223.2,16.1,Clear
KATL,2025-03-20 07:52:00,17.8,223.2,16.1,Clear
KATL,2025-03-20 08:52:00,17.8,241.2,16.1,Clear
KATL,2025-03-20 09:00:00,17.8,241.2,16.0,Clear
KATL,2025-03-20 09:42:00,13.3,316.8,12.9,Clear
KATL,2025-03-20 09:52:00,13.3,259.2,16.1,Clear
KATL,2025-03-20 10:27:00,13.3,165.6,16.1,Clear
KATL,2025-03-20 10:52:00,13.3,165.6,16.1,Clear
KATL,2025-03-20 11:52:00,13.3,129.6,16.1,Clear
KATL,2025-03-20 12:00:00,13.3,129.6,16.0,Clear
KATL,2025-03-20 12:52:00,13.9,183.6,16.1,Clear
KATL,2025-03-20 13:52:00,13.3,334.8,16.1,Clear
KATL,2025-03-20 14:52:00,13.9,241.2,16.1,Clear
KATL,2025-03-20 15:00:00,13.9,241.2,16.0,Clear
KATL,2025-03-20 15:52:00,13.3,295.2,16.1,Clear
KATL,2025-03-20 16:52:00,12.8,241.2,16.1,Clear
KATL,2025-03-20 17:52:00,12.2,406.8,16.1,Clear
KATL,2025-03-20 18:00:00,12.2,406.8,16.0,Clear
KATL,2025-03-20 18:52:00,10.6,334.8,16.1,Clear
KATL,2025-03-20 19:52:00,10.6,259.2,16.1,Clear
KATL,2025-03-20 20:52:00,10.0,388.8,16.1,Clear
KATL,2025-03-20 21:00:00,10.0,388.8,16.0,Clear
KATL,2025-03-20 21:52:00,9.4,277.2,16.1,Clear
KATL,2025-03-20 22:52:00,8.3,316.8,16.1,Clear
KATL,2025-03-20 23:52:00,7.8,295.2,16.1,Clear
KATL,2025-03-21 00:00:00,7.8,295.2,16.0,Clear
KATL,2025-03-21 00:52:00,7.2,334.8,16.1,Clear
KATL,2025-03-21 01:52:00,6.7,864.0,16.1,Clear
KATL,2025-03-21 02:52:00,6.7,277.2,16.1,Clear
KATL,2025-03-21 03:00:00,6.7,277.2,16.0,Clear
KATL,2025-03-21 03:52:00,6.7,205.2,16.1,Clear
KATL,2025-03-21 04:52:00,5.6,223.2,16.1,Clear
KATL,2025-03-21 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-21 05:52:00,5.0,223.2,16.1,Clear
KATL,2025-03-21 06:00:00,5.0,223.2,16.0,Clear
KATL,2025-03-21 06:52:00,4.4,205.2,16.1,Clear
KATL,2025-03-21 07:52:00,3.9,183.6,16.1,Clear
KATL,2025-03-21 08:52:00,3.3,147.6,16.1,Clear
KATL,2025-03-21 09:00:00,3.3,147.6,16.0,Clear
KATL,2025-03-21 09:52:00,2.8,147.6,16.1,Clear
KATL,2025-03-21 10:52:00,2.8,147.6,16.1,Clear
KATL,2025-03-21 11:52:00,2.8,129.6,16.1,Clear
KATL,2025-03-21 12:00:00,2.8,129.6,16.0,Clear
KATL,2025-03-21 12:52:00,4.4,165.6,16.1,Clear
KATL,2025-03-21 13:52:00,6.1,183.6,16.1,Clear
KATL,2025-03-21 14:52:00,8.9,205.2,16.1,Clear
KATL,2025-03-21 15:00:00,8.9,205.2,16.0,Clear
KATL,2025-03-21 15:52:00,11.1,183.6,16.1,Clear
KATL,2025-03-21 16:52:00,13.3,93.6,16.1,Clear
KATL,2025-03-21 17:52:00,15.0,93.6,16.1,Clear
KATL,2025-03-21 18:00:00,15.0,93.6,16.0,Clear
KATL,2025-03-21 18:52:00,16.1,129.6,16.1,Clear
KATL,2025-03-21 19:52:00,17.2,111.6,16.1,Clear
KATL,2025-03-21 20:52:00,17.8,147.6,16.1,Clear
KATL,2025-03-21 21:00:00,17.8,147.6,16.0,Clear
KATL,2025-03-21 21:52:00,18.3,93.6,16.1,Clear
KATL,2025-03-21 22:52:00,17.8,111.6,16.1,Clear
KATL,2025-03-21 23:52:00,16.1,129.6,16.1,Clear
KATL,2025-03-22 00:00:00,16.1,129.6,16.0,Clear
KATL,2025-03-22 00:52:00,14.4,75.6,16.1,Clear
KATL,2025-03-22 01:52:00,12.2,54.0,16.1,Clear
KATL,2025-03-22 02:52:00,11.7,93.6,16.1,Clear
KATL,2025-03-22 03:00:00,11.7,93.6,16.0,Clear
KATL,2025-03-22 03:52:00,11.1,93.6,16.1,Clear
KATL,2025-03-22 04:52:00,10.0,93.6,16.1,Clear
KATL,2025-03-22 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-22 05:52:00,10.0,129.6,16.1,Clear
KATL,2025-03-22 06:00:00,10.0,129.6,16.0,Clear
KATL,2025-03-22 06:52:00,8.9,93.6,16.1,Clear
KATL,2025-03-22 07:52:00,8.3,111.6,16.1,Clear
KATL,2025-03-22 08:52:00,8.9,129.6,16.1,Clear
KATL,2025-03-22 09:00:00,8.9,129.6,16.0,Clear
KATL,2025-03-22 09:52:00,8.3,93.6,16.1,Clear
KATL,2025-03-22 10:52:00,7.2,93.6,16.1,Clear
KATL,2025-03-22 11:52:00,7.2,93.6,16.1,Clear
KATL,2025-03-22 12:00:00,7.2,93.6,16.0,Clear
KATL,2025-03-22 12:52:00,9.4,129.6,16.1,Clear
KATL,2025-03-22 13:52:00,12.2,259.2,16.1,Clear
KATL,2025-03-22 14:52:00,15.0,241.2,16.1,Clear
KATL,2025-03-22 15:00:00,15.0,241.2,16.0,Clear
KATL,2025-03-22 15:52:00,18.3,183.6,16.1,Clear
KATL,2025-03-22 16:52:00,20.6,241.2,16.1,Clear
KATL,2025-03-22 17:52:00,21.7,295.2,16.1,Clear
KATL,2025-03-22 18:00:00,21.7,295.2,16.0,Clear
KATL,2025-03-22 18:52:00,22.8,295.2,16.1,Clear
KATL,2025-03-22 19:52:00,23.3,370.8,16.1,Clear
KATL,2025-03-22 20:52:00,23.3,241.2,16.1,Clear
KATL,2025-03-22 21:00:00,23.3,241.2,16.0,Clear
KATL,2025-03-22 21:52:00,22.8,165.6,16.1,Clear
KATL,2025-03-22 22:52:00,21.7,205.2,16.1,Clear
KATL,2025-03-22 23:52:00,19.4,165.6,16.1,Clear
KATL,2025-03-23 00:00:00,19.4,165.6,16.0,Clear
KATL,2025-03-23 00:52:00,17.2,93.6,16.1,Clear
KATL,2025-03-23 01:52:00,15.6,93.6,16.1,Clear
KATL,2025-03-23 02:52:00,15.0,111.6,16.1,Clear
KATL,2025-03-23 03:00:00,15.0,111.6,16.0,Clear
KATL,2025-03-23 03:52:00,13.3,75.6,16.1,Clear
KATL,2025-03-23 04:52:00,12.8,93.6,16.1,Clear
KATL,2025-03-23 04:59:00,999.9,35996.4,1000.0,Clear
KATL,2025-03-23 05:52:00,12.2,93.6,16.1,Clear
KATL,2025-03-23 06:00:00,12.2,93.6,16.0,Clear
KATL,2025-03-23 06:52:00,11.7,0.0,16.1,Clear
KATL,2025-03-23 07:52:00,11.1,0.0,16.1,Clear
KATL,2025-03-23 08:52:00,10.0,0.0,16.1,Clear
KATL,2025-03-23 09:00:00,10.0,0.0,16.0,Clear
KATL,2025-03-23 09:52:00,8.3,54.0,16.1,Clear
KATL,2025-03-23 10:52:00,8.9,0.0,16.1,Clear
KATL,2025-03-23 11:52:00,8.3,0.0,16.1,Clear
KATL,2025-03-23 12:00:00,8.3,0.0,16.0,Clear
KATL,2025-03-23 12:52:00,12.2,54.0,16.1,Clear
KATL,2025-03-23 13:52:00,15.0,111.6,16.1,Clear
KATL,2025-03-23 14:52:00,17.2,129.6,16.1,Clear
KATL,2025-03-23 15:00:00,17.2,129.6,16.0,Clear
KATL,2025-03-23 15:52:00,19.4,93.6,16.1,Clear
KATL,2025-03-23 16:52:00,21.1,183.6,16.1,Clear
KATL,2025-03-23 17:52:00,22.8,205.2,16.1,Clear
KATL,2025-03-23 18:00:00,22.8,205.2,16.0,Clear
KATL,2025-03-23 18:04:00,23.3,223.2,16.1,Clear
KATL,2025-03-23 18:52:00,23.9,277.2,16.1,Clear
KATL,2025-03-23 19:52:00,24.4,165.6,16.1,Clear
KATL,2025-03-23 20:52:00,25.0,241.2,16.1,Clear
KATL,2025-03-23 21:00:00,25.0,241.2,16.0,Clear
KATL,2025-03-23 21:52:00,24.4,183.6,16.1,Clear
KATL,2025-03-23 22:52:00,23.9,205.2,16.1,Clear
KATL,2025-03-23 23:52:00,22.2,147.6,16.1,Clear
KATL,2025-03-24 00:00:00,22.2,147.6,16.0,Clear
KATL,2025-03-24 00:52:00,20.6,111.6,16.1,Clear
KATL,2025-03-24 01:52:00,19.4,111.6,16.1,Clear
KATL,2025-03-24 02:52:00,18.9,129.6,16.1,Clear
KATL,2025-03-24 03:00:00,18.9,129.6,16.0,Clear
KATL,2025-03-24 03:52:00,18.3,129.6,16.1,Clear
KATL,2025-03-24 04:52:00,18.3,205.2,16.1,Clear
KATL,2025-03-24 04:59:00,999.9,35996.4,1000.0,Clear
